Timestamp,Service Type,Channel,Revenue,Ad Spend,Conversions,Customer Type,Category,transaction_datetime,amount,order_id,customer_id,_items_list,date,hour,dayofweek,first_purchase,cohort_month,order_month
2023-09-28 21:00:00,Service,Google Ads,15.67,7.51,3,Returning,Discounted,,15.67,31,Returning,[],,,,,,
2023-06-13 15:00:00,Service,In-Store,154.22,0.0,0,Returning,Discounted,,154.22,32,Returning,[],,,,,,
2023-08-09 12:00:00,Service,Google Ads,115.09,24.59,0,New,Discounted,,115.09,33,New,[],,,,,,
2023-02-16 10:00:00,Service,Online,19.05,0.0,0,New,Basic,,19.05,34,New,[],,,,,,
2023-07-15 08:00:00,Product,Facebook,154.2,27.88,2,New,Premium,,154.2,35,New,[],,,,,,
2023-05-19 19:00:00,Service,Instagram,170.83,11.18,1,Returning,Premium,,170.83,36,Returning,[],,,,,,
2023-02-28 11:00:00,Service,Google Ads,71.33,2.85,1,New,Premium,,71.33,37,New,[],,,,,,
2023-08-15 18:00:00,Product,Instagram,152.42,19.54,1,Returning,Basic,,152.42,38,Returning,[],,,,,,
2023-05-30 11:00:00,Service,In-Store,50.43,0.0,0,Returning,Premium,,50.43,39,Returning,[],,,,,,
2023-06-09 15:00:00,Product,In-Store,164.18,0.0,0,Returning,Basic,,164.18,40,Returning,[],,,,,,
2023-01-14 18:00:00,Service,Facebook,135.23,22.61,3,Returning,Discounted,,135.23,41,Returning,[],,,,,,
2023-02-01 14:00:00,Service,Facebook,22.99,11.6,1,Returning,Discounted,,22.99,42,Returning,[],,,,,,
2023-10-18 10:00:00,Service,Online,198.52,0.0,0,Returning,Basic,,198.52,43,Returning,[],,,,,,
2023-02-19 19:00:00,Service,Online,40.98,0.0,0,Returning,Discounted,,40.98,44,Returning,[],,,,,,
2023-08-14 09:00:00,Product,Google Ads,50.79,29.56,3,Returning,Basic,,50.79,45,Returning,[],,,,,,
2023-09-17 16:00:00,Service,In-Store,169.03,0.0,0,New,Basic,,169.03,46,New,[],,,,,,
2023-10-07 09:00:00,Product,Online,85.5,0.0,0,New,Premium,,85.5,47,New,[],,,,,,
2023-01-13 09:00:00,Product,Facebook,103.93,1.54,1,Returning,Premium,,103.93,48,Returning,[],,,,,,
2023-09-14 07:00:00,Service,Online,123.76,0.0,0,Returning,Discounted,,123.76,49,Returning,[],,,,,,
2023-04-22 21:00:00,Service,In-Store,98.09,0.0,0,New,Basic,,98.09,50,New,[],,,,,,
2023-04-19 10:00:00,Service,Facebook,32.17,24.37,3,New,Basic,,32.17,51,New,[],,,,,,
2023-04-16 15:00:00,Product,Online,143.09,0.0,0,New,Basic,,143.09,52,New,[],,,,,,
2023-03-03 19:00:00,Product,Google Ads,14.74,26.13,1,New,Discounted,,14.74,53,New,[],,,,,,
2023-09-10 13:00:00,Product,Online,114.24,0.0,0,Returning,Premium,,114.24,54,Returning,[],,,,,,
2023-03-31 16:00:00,Product,Online,88.56,0.0,0,Returning,Basic,,88.56,55,Returning,[],,,,,,
2023-12-27 16:00:00,Product,Instagram,62.73,9.99,1,New,Basic,,62.73,56,New,[],,,,,,
2023-11-08 10:00:00,Service,Online,199.66,0.0,0,New,Premium,,199.66,57,New,[],,,,,,
2023-05-04 11:00:00,Service,Instagram,111.95,6.31,1,New,Discounted,,111.95,58,New,[],,,,,,
2023-05-26 21:00:00,Service,Instagram,162.69,22.35,1,New,Premium,,162.69,59,New,[],,,,,,
2023-04-03 10:00:00,Product,Instagram,85.81,5.04,2,New,Basic,,85.81,60,New,[],,,,,,
2023-05-22 08:00:00,Product,Google Ads,140.42,26.42,2,New,Premium,,140.42,61,New,[],,,,,,
2023-07-12 21:00:00,Service,Instagram,169.81,1.94,0,New,Premium,,169.81,62,New,[],,,,,,
2023-12-07 15:00:00,Product,Google Ads,107.11,26.58,3,Returning,Discounted,,107.11,63,Returning,[],,,,,,
2023-04-14 15:00:00,Product,Online,75.56,0.0,0,Returning,Premium,,75.56,64,Returning,[],,,,,,
2023-06-27 08:00:00,Service,Instagram,194.77,29.98,3,Returning,Premium,,194.77,65,Returning,[],,,,,,
2023-01-28 19:00:00,Product,In-Store,63.85,0.0,0,Returning,Discounted,,63.85,66,Returning,[],,,,,,
2023-12-03 09:00:00,Product,Facebook,61.43,19.63,0,Returning,Premium,,61.43,67,Returning,[],,,,,,
2023-07-05 07:00:00,Service,Facebook,124.67,2.89,0,New,Discounted,,124.67,68,New,[],,,,,,
2023-07-16 14:00:00,Service,Facebook,127.74,19.54,3,New,Premium,,127.74,69,New,[],,,,,,
2023-05-30 18:00:00,Product,Instagram,54.58,9.63,2,Returning,Premium,,54.58,70,Returning,[],,,,,,
2023-09-07 17:00:00,Service,In-Store,57.52,0.0,0,New,Premium,,57.52,71,New,[],,,,,,
2023-01-03 07:00:00,Service,Facebook,148.34,10.76,3,Returning,Discounted,,148.34,72,Returning,[],,,,,,
2023-09-25 13:00:00,Product,Google Ads,172.49,15.22,1,Returning,Basic,,172.49,73,Returning,[],,,,,,
2023-02-13 12:00:00,Service,Google Ads,133.82,26.17,1,New,Basic,,133.82,74,New,[],,,,,,
2023-02-17 09:00:00,Product,Instagram,21.98,10.59,1,Returning,Discounted,,21.98,75,Returning,[],,,,,,
2023-12-15 17:00:00,Service,Google Ads,174.43,11.73,2,New,Basic,,174.43,76,New,[],,,,,,
2023-02-12 09:00:00,Product,Facebook,101.3,24.26,3,New,Basic,,101.3,77,New,[],,,,,,
2023-11-01 12:00:00,Service,Facebook,174.4,21.85,3,New,Basic,,174.4,78,New,[],,,,,,
2023-10-26 21:00:00,Product,Google Ads,67.28,18.64,0,Returning,Discounted,,67.28,79,Returning,[],,,,,,
2023-06-29 11:00:00,Service,Online,66.5,0.0,0,New,Basic,,66.5,80,New,[],,,,,,
2023-05-16 10:00:00,Service,Google Ads,93.26,15.59,1,Returning,Basic,,93.26,81,Returning,[],,,,,,
2023-09-01 12:00:00,Service,Facebook,166.48,1.35,3,Returning,Basic,,166.48,82,Returning,[],,,,,,
2023-03-11 08:00:00,Service,Facebook,111.9,4.09,3,New,Discounted,,111.9,83,New,[],,,,,,
2023-02-12 13:00:00,Service,Facebook,48.52,1.43,0,Returning,Basic,,48.52,84,Returning,[],,,,,,
2023-05-23 09:00:00,Product,Google Ads,50.81,29.62,1,New,Discounted,,50.81,85,New,[],,,,,,
2023-07-27 17:00:00,Service,Google Ads,119.9,22.96,2,New,Discounted,,119.9,86,New,[],,,,,,
2023-09-30 13:00:00,Product,Facebook,13.69,10.84,0,Returning,Premium,,13.69,87,Returning,[],,,,,,
2023-01-29 13:00:00,Product,Facebook,88.32,23.64,0,Returning,Discounted,,88.32,88,Returning,[],,,,,,
2023-12-21 18:00:00,Service,Instagram,46.66,8.26,2,Returning,Discounted,,46.66,89,Returning,[],,,,,,
2023-11-30 16:00:00,Service,Online,139.43,0.0,0,New,Discounted,,139.43,90,New,[],,,,,,
2023-03-13 12:00:00,Product,Facebook,188.16,13.33,0,New,Premium,,188.16,91,New,[],,,,,,
2023-05-26 12:00:00,Service,Online,121.16,0.0,0,New,Discounted,,121.16,92,New,[],,,,,,
2023-10-24 12:00:00,Product,Instagram,37.78,20.0,3,New,Discounted,,37.78,93,New,[],,,,,,
2023-01-23 15:00:00,Service,In-Store,131.44,0.0,0,New,Basic,,131.44,94,New,[],,,,,,
2023-01-08 09:00:00,Service,Instagram,49.63,17.82,2,Returning,Basic,,49.63,95,Returning,[],,,,,,
2023-07-29 17:00:00,Service,In-Store,36.08,0.0,0,Returning,Premium,,36.08,96,Returning,[],,,,,,
2023-09-17 17:00:00,Service,Online,62.73,0.0,0,New,Basic,,62.73,97,New,[],,,,,,
2023-10-08 12:00:00,Product,Online,40.12,0.0,0,New,Discounted,,40.12,98,New,[],,,,,,
2023-07-13 10:00:00,Product,Facebook,138.47,25.97,1,New,Basic,,138.47,99,New,[],,,,,,
2023-04-04 09:00:00,Service,Online,140.83,0.0,0,Returning,Discounted,,140.83,100,Returning,[],,,,,,
2023-02-27 17:00:00,Service,Instagram,157.42,5.48,1,New,Basic,,157.42,101,New,[],,,,,,
2023-05-01 16:00:00,Service,Facebook,34.37,22.06,2,Returning,Basic,,34.37,102,Returning,[],,,,,,
2023-06-21 14:00:00,Product,In-Store,86.65,0.0,0,New,Basic,,86.65,103,New,[],,,,,,
2023-09-14 20:00:00,Product,In-Store,102.89,0.0,0,Returning,Basic,,102.89,104,Returning,[],,,,,,
2023-12-25 17:00:00,Product,Facebook,169.11,24.1,1,Returning,Discounted,,169.11,105,Returning,[],,,,,,
2023-03-17 13:00:00,Product,Instagram,82.07,3.44,3,New,Premium,,82.07,106,New,[],,,,,,
2023-04-13 13:00:00,Product,In-Store,54.89,0.0,0,Returning,Discounted,,54.89,107,Returning,[],,,,,,
2023-10-29 15:00:00,Product,Facebook,179.16,8.64,2,New,Premium,,179.16,108,New,[],,,,,,
2023-05-12 09:00:00,Service,Online,141.79,0.0,0,New,Discounted,,141.79,109,New,[],,,,,,
2023-03-18 17:00:00,Product,In-Store,25.27,0.0,0,New,Premium,,25.27,110,New,[],,,,,,
2023-12-22 12:00:00,Service,Instagram,188.16,13.92,2,New,Premium,,188.16,111,New,[],,,,,,
2023-05-27 17:00:00,Product,In-Store,192.55,0.0,0,Returning,Basic,,192.55,112,Returning,[],,,,,,
2023-07-13 20:00:00,Product,Instagram,86.04,4.16,2,New,Discounted,,86.04,113,New,[],,,,,,
2023-04-20 14:00:00,Product,Online,198.41,0.0,0,New,Premium,,198.41,114,New,[],,,,,,
2023-06-23 17:00:00,Service,Facebook,14.16,22.91,0,New,Discounted,,14.16,115,New,[],,,,,,
2023-11-21 13:00:00,Service,In-Store,150.12,0.0,0,New,Basic,,150.12,116,New,[],,,,,,
2023-05-20 07:00:00,Product,In-Store,105.99,0.0,0,Returning,Discounted,,105.99,117,Returning,[],,,,,,
2023-03-09 15:00:00,Service,In-Store,45.73,0.0,0,Returning,Basic,,45.73,118,Returning,[],,,,,,
2023-12-14 11:00:00,Service,Google Ads,136.54,27.21,3,New,Discounted,,136.54,119,New,[],,,,,,
2023-09-22 16:00:00,Service,Google Ads,83.14,5.87,0,Returning,Discounted,,83.14,120,Returning,[],,,,,,
2023-04-19 11:00:00,Service,In-Store,83.75,0.0,0,New,Basic,,83.75,121,New,[],,,,,,
2023-10-24 12:00:00,Service,Google Ads,27.09,21.07,2,Returning,Discounted,,27.09,122,Returning,[],,,,,,
2023-02-08 20:00:00,Service,In-Store,181.89,0.0,0,Returning,Basic,,181.89,123,Returning,[],,,,,,
2023-01-15 10:00:00,Service,Facebook,117.83,9.3,2,Returning,Premium,,117.83,124,Returning,[],,,,,,
2023-09-03 13:00:00,Product,In-Store,76.66,0.0,0,New,Basic,,76.66,125,New,[],,,,,,
2023-07-22 08:00:00,Service,Instagram,149.91,24.81,1,New,Basic,,149.91,126,New,[],,,,,,
2023-06-13 11:00:00,Service,Google Ads,131.37,26.47,2,New,Basic,,131.37,127,New,[],,,,,,
2023-07-17 15:00:00,Service,In-Store,111.84,0.0,0,Returning,Discounted,,111.84,128,Returning,[],,,,,,
2023-01-09 09:00:00,Product,Instagram,116.14,5.26,0,Returning,Discounted,,116.14,129,Returning,[],,,,,,
2023-04-23 15:00:00,Service,Google Ads,71.29,13.25,0,Returning,Premium,,71.29,130,Returning,[],,,,,,
2023-02-13 17:00:00,Product,Instagram,41.93,5.24,2,Returning,Premium,,41.93,131,Returning,[],,,,,,
2023-01-13 12:00:00,Service,In-Store,82.29,0.0,0,Returning,Discounted,,82.29,132,Returning,[],,,,,,
2023-09-07 17:00:00,Product,Facebook,11.26,17.78,2,Returning,Basic,,11.26,133,Returning,[],,,,,,
2023-01-12 19:00:00,Service,In-Store,194.01,0.0,0,Returning,Premium,,194.01,134,Returning,[],,,,,,
2023-01-12 07:00:00,Service,Instagram,71.07,18.93,1,New,Premium,,71.07,135,New,[],,,,,,
2023-10-23 14:00:00,Product,In-Store,193.57,0.0,0,Returning,Basic,,193.57,136,Returning,[],,,,,,
2023-01-08 15:00:00,Product,Instagram,155.86,15.56,2,Returning,Premium,,155.86,137,Returning,[],,,,,,
2023-05-29 16:00:00,Product,Online,63.03,0.0,0,Returning,Basic,,63.03,138,Returning,[],,,,,,
2023-01-28 09:00:00,Product,Facebook,25.24,2.42,2,New,Premium,,25.24,139,New,[],,,,,,
2023-10-13 07:00:00,Service,Online,36.03,0.0,0,New,Premium,,36.03,140,New,[],,,,,,
2023-03-24 12:00:00,Service,Online,32.78,0.0,0,Returning,Discounted,,32.78,141,Returning,[],,,,,,
2023-05-09 18:00:00,Service,In-Store,159.33,0.0,0,New,Premium,,159.33,142,New,[],,,,,,
2023-03-31 20:00:00,Service,Online,28.23,0.0,0,Returning,Basic,,28.23,143,Returning,[],,,,,,
2023-12-06 09:00:00,Product,Facebook,142.42,29.16,3,Returning,Discounted,,142.42,144,Returning,[],,,,,,
2023-04-26 08:00:00,Product,Instagram,166.57,19.08,1,Returning,Premium,,166.57,145,Returning,[],,,,,,
2023-08-16 13:00:00,Product,Facebook,193.77,23.43,2,New,Basic,,193.77,146,New,[],,,,,,
2023-12-30 07:00:00,Product,Facebook,179.1,2.5,3,Returning,Premium,,179.1,147,Returning,[],,,,,,
2023-08-18 15:00:00,Service,Facebook,151.33,21.16,2,Returning,Premium,,151.33,148,Returning,[],,,,,,
2023-12-31 17:00:00,Product,In-Store,13.35,0.0,0,New,Basic,,13.35,149,New,[],,,,,,
2023-10-08 13:00:00,Product,In-Store,102.88,0.0,0,New,Basic,,102.88,150,New,[],,,,,,
2023-05-08 08:00:00,Service,Google Ads,111.74,14.46,1,Returning,Discounted,,111.74,151,Returning,[],,,,,,
2023-07-18 14:00:00,Product,In-Store,130.22,0.0,0,Returning,Basic,,130.22,152,Returning,[],,,,,,
2023-08-25 08:00:00,Service,Facebook,11.95,20.06,2,Returning,Premium,,11.95,153,Returning,[],,,,,,
2023-02-20 10:00:00,Product,In-Store,92.31,0.0,0,Returning,Discounted,,92.31,154,Returning,[],,,,,,
2023-08-23 17:00:00,Product,Online,197.52,0.0,0,Returning,Discounted,,197.52,155,Returning,[],,,,,,
2023-10-22 07:00:00,Service,Facebook,144.57,10.75,1,New,Premium,,144.57,156,New,[],,,,,,
2023-07-16 19:00:00,Service,Online,64.89,0.0,0,Returning,Discounted,,64.89,157,Returning,[],,,,,,
2023-06-27 12:00:00,Product,Facebook,143.22,9.89,1,Returning,Discounted,,143.22,158,Returning,[],,,,,,
2023-04-21 15:00:00,Service,Google Ads,118.61,9.22,3,New,Basic,,118.61,159,New,[],,,,,,
2023-11-26 20:00:00,Service,Google Ads,141.13,0.82,1,New,Discounted,,141.13,160,New,[],,,,,,
2023-05-14 20:00:00,Product,Google Ads,87.05,17.47,3,New,Discounted,,87.05,161,New,[],,,,,,
2023-06-08 11:00:00,Product,Instagram,179.58,29.07,3,New,Basic,,179.58,162,New,[],,,,,,
2023-01-25 13:00:00,Product,In-Store,77.3,0.0,0,Returning,Discounted,,77.3,163,Returning,[],,,,,,
2023-11-05 15:00:00,Product,Facebook,65.34,20.82,3,Returning,Discounted,,65.34,164,Returning,[],,,,,,
2023-10-14 09:00:00,Product,In-Store,52.16,0.0,0,New,Premium,,52.16,165,New,[],,,,,,
2023-12-19 15:00:00,Service,Online,125.18,0.0,0,New,Basic,,125.18,166,New,[],,,,,,
2023-05-30 13:00:00,Product,Instagram,26.7,19.88,1,New,Basic,,26.7,167,New,[],,,,,,
2023-06-07 10:00:00,Product,Online,129.68,0.0,0,Returning,Basic,,129.68,168,Returning,[],,,,,,
2023-10-19 13:00:00,Product,Google Ads,154.28,17.38,0,Returning,Premium,,154.28,169,Returning,[],,,,,,
2023-06-25 20:00:00,Product,Instagram,27.58,16.58,1,New,Basic,,27.58,170,New,[],,,,,,
2023-03-22 20:00:00,Service,Online,68.33,0.0,0,New,Discounted,,68.33,171,New,[],,,,,,
2023-11-30 07:00:00,Service,Online,164.22,0.0,0,New,Basic,,164.22,172,New,[],,,,,,
2023-02-27 19:00:00,Service,Instagram,12.27,8.5,2,Returning,Premium,,12.27,173,Returning,[],,,,,,
2023-02-20 10:00:00,Service,Instagram,187.97,16.81,1,New,Premium,,187.97,174,New,[],,,,,,
2023-02-15 10:00:00,Service,Google Ads,96.76,6.91,0,New,Premium,,96.76,175,New,[],,,,,,
2023-04-17 17:00:00,Product,In-Store,141.0,0.0,0,Returning,Premium,,141.0,176,Returning,[],,,,,,
2023-12-20 09:00:00,Product,Online,151.04,0.0,0,New,Premium,,151.04,177,New,[],,,,,,
2023-06-16 16:00:00,Product,Instagram,157.61,13.98,2,Returning,Basic,,157.61,178,Returning,[],,,,,,
2023-07-09 11:00:00,Service,Facebook,18.33,0.32,3,New,Discounted,,18.33,179,New,[],,,,,,
2023-08-06 09:00:00,Service,Google Ads,173.63,13.5,0,New,Premium,,173.63,180,New,[],,,,,,
2023-10-03 15:00:00,Service,Google Ads,188.65,1.08,2,New,Discounted,,188.65,181,New,[],,,,,,
2023-11-05 11:00:00,Service,Online,72.4,0.0,0,Returning,Discounted,,72.4,182,Returning,[],,,,,,
2023-08-14 12:00:00,Service,In-Store,196.56,0.0,0,Returning,Basic,,196.56,183,Returning,[],,,,,,
2023-11-07 19:00:00,Service,Online,20.08,0.0,0,Returning,Premium,,20.08,184,Returning,[],,,,,,
2023-11-26 07:00:00,Service,Instagram,54.59,29.39,1,Returning,Discounted,,54.59,185,Returning,[],,,,,,
2023-08-03 12:00:00,Service,Google Ads,41.04,10.27,0,New,Basic,,41.04,186,New,[],,,,,,
2023-12-16 16:00:00,Service,In-Store,183.97,0.0,0,New,Discounted,,183.97,187,New,[],,,,,,
2023-01-03 11:00:00,Product,Facebook,114.08,16.53,1,Returning,Basic,,114.08,188,Returning,[],,,,,,
2023-04-14 14:00:00,Product,Online,141.26,0.0,0,Returning,Basic,,141.26,189,Returning,[],,,,,,
2023-04-14 07:00:00,Service,Google Ads,81.96,4.03,2,Returning,Premium,,81.96,190,Returning,[],,,,,,
2023-01-06 21:00:00,Service,Google Ads,66.84,15.23,3,New,Discounted,,66.84,191,New,[],,,,,,
2023-02-17 18:00:00,Service,In-Store,92.31,0.0,0,New,Basic,,92.31,192,New,[],,,,,,
2023-02-23 19:00:00,Service,Online,31.4,0.0,0,Returning,Premium,,31.4,193,Returning,[],,,,,,
2023-07-12 14:00:00,Product,Google Ads,96.1,1.33,0,New,Basic,,96.1,194,New,[],,,,,,
2023-12-02 10:00:00,Service,Facebook,88.46,18.27,1,Returning,Basic,,88.46,195,Returning,[],,,,,,
2023-12-31 13:00:00,Service,Online,134.52,0.0,0,Returning,Discounted,,134.52,196,Returning,[],,,,,,
2023-03-20 12:00:00,Product,Facebook,64.36,12.1,1,New,Premium,,64.36,197,New,[],,,,,,
2023-09-23 09:00:00,Product,Google Ads,153.02,2.44,3,Returning,Basic,,153.02,198,Returning,[],,,,,,
2023-05-19 07:00:00,Product,Facebook,75.21,27.5,0,New,Basic,,75.21,199,New,[],,,,,,
2023-04-26 20:00:00,Product,Online,122.86,0.0,0,Returning,Basic,,122.86,200,Returning,[],,,,,,
2023-05-27 16:00:00,Product,Facebook,128.36,19.93,0,Returning,Premium,,128.36,201,Returning,[],,,,,,
2023-07-10 09:00:00,Product,Google Ads,50.02,26.08,0,New,Premium,,50.02,202,New,[],,,,,,
2023-11-24 09:00:00,Product,Online,167.03,0.0,0,New,Discounted,,167.03,203,New,[],,,,,,
2023-02-19 12:00:00,Service,Instagram,166.35,7.07,3,New,Discounted,,166.35,204,New,[],,,,,,
2023-11-09 18:00:00,Product,In-Store,149.05,0.0,0,Returning,Basic,,149.05,205,Returning,[],,,,,,
2023-09-14 19:00:00,Product,Instagram,57.07,24.57,1,New,Premium,,57.07,206,New,[],,,,,,
2023-09-12 17:00:00,Service,Google Ads,151.0,1.99,3,New,Discounted,,151.0,207,New,[],,,,,,
2023-02-07 17:00:00,Product,Facebook,37.26,3.13,3,Returning,Discounted,,37.26,208,Returning,[],,,,,,
2023-01-12 16:00:00,Service,Instagram,147.02,9.43,1,Returning,Discounted,,147.02,209,Returning,[],,,,,,
2023-07-20 15:00:00,Product,In-Store,117.66,0.0,0,New,Premium,,117.66,210,New,[],,,,,,
2023-11-10 10:00:00,Product,Instagram,11.32,0.14,1,New,Discounted,,11.32,211,New,[],,,,,,
2023-04-26 21:00:00,Product,Online,129.62,0.0,0,New,Basic,,129.62,212,New,[],,,,,,
2023-06-10 14:00:00,Service,Google Ads,26.85,29.06,0,New,Discounted,,26.85,213,New,[],,,,,,
2023-08-08 19:00:00,Product,Online,167.88,0.0,0,Returning,Basic,,167.88,214,Returning,[],,,,,,
2023-07-25 17:00:00,Product,Facebook,31.52,2.7,2,Returning,Discounted,,31.52,215,Returning,[],,,,,,
2023-12-25 18:00:00,Product,Instagram,70.61,6.12,3,New,Premium,,70.61,216,New,[],,,,,,
2023-08-18 16:00:00,Service,Facebook,60.96,3.48,0,Returning,Basic,,60.96,217,Returning,[],,,,,,
2023-01-16 09:00:00,Product,Facebook,19.32,22.18,1,Returning,Basic,,19.32,218,Returning,[],,,,,,
2023-04-10 20:00:00,Product,Online,35.72,0.0,0,Returning,Premium,,35.72,219,Returning,[],,,,,,
2023-03-25 19:00:00,Product,Online,72.59,0.0,0,Returning,Basic,,72.59,220,Returning,[],,,,,,
2023-02-24 16:00:00,Service,Facebook,30.09,11.44,0,New,Premium,,30.09,221,New,[],,,,,,
2023-10-29 12:00:00,Product,Google Ads,27.54,21.58,3,Returning,Premium,,27.54,222,Returning,[],,,,,,
2023-06-30 15:00:00,Service,In-Store,162.22,0.0,0,New,Basic,,162.22,223,New,[],,,,,,
2023-05-22 18:00:00,Service,Instagram,183.61,1.42,0,Returning,Basic,,183.61,224,Returning,[],,,,,,
2023-04-23 18:00:00,Service,Facebook,35.31,12.82,3,New,Basic,,35.31,225,New,[],,,,,,
2023-04-22 21:00:00,Product,Google Ads,116.7,12.74,0,New,Discounted,,116.7,226,New,[],,,,,,
2023-06-09 07:00:00,Service,Facebook,192.47,20.94,2,Returning,Discounted,,192.47,227,Returning,[],,,,,,
2023-03-31 20:00:00,Product,Online,56.58,0.0,0,Returning,Premium,,56.58,228,Returning,[],,,,,,
2023-07-02 10:00:00,Service,Facebook,89.36,27.49,0,Returning,Discounted,,89.36,229,Returning,[],,,,,,
2023-09-01 15:00:00,Product,Google Ads,190.08,19.05,1,Returning,Discounted,,190.08,230,Returning,[],,,,,,
2023-12-15 14:00:00,Service,Online,54.84,0.0,0,New,Premium,,54.84,231,New,[],,,,,,
2023-11-28 14:00:00,Product,In-Store,86.21,0.0,0,Returning,Discounted,,86.21,232,Returning,[],,,,,,
2023-09-29 12:00:00,Service,Online,138.49,0.0,0,New,Premium,,138.49,233,New,[],,,,,,
2023-09-25 09:00:00,Product,Instagram,41.59,17.72,3,Returning,Basic,,41.59,234,Returning,[],,,,,,
2023-07-31 10:00:00,Service,Online,70.7,0.0,0,Returning,Discounted,,70.7,235,Returning,[],,,,,,
2023-01-22 08:00:00,Product,Online,170.91,0.0,0,Returning,Premium,,170.91,236,Returning,[],,,,,,
2023-05-13 11:00:00,Service,Facebook,147.77,24.36,3,New,Discounted,,147.77,237,New,[],,,,,,
2023-09-17 10:00:00,Service,Online,20.88,0.0,0,New,Discounted,,20.88,238,New,[],,,,,,
2023-01-16 07:00:00,Product,Instagram,180.65,15.86,3,New,Basic,,180.65,239,New,[],,,,,,
2023-10-19 17:00:00,Product,In-Store,128.96,0.0,0,Returning,Premium,,128.96,240,Returning,[],,,,,,
2023-02-12 13:00:00,Service,In-Store,143.53,0.0,0,Returning,Premium,,143.53,241,Returning,[],,,,,,
2023-03-18 19:00:00,Service,Google Ads,68.23,14.16,0,New,Basic,,68.23,242,New,[],,,,,,
2023-04-19 18:00:00,Product,Google Ads,105.05,7.46,0,New,Premium,,105.05,243,New,[],,,,,,
2023-01-31 07:00:00,Service,In-Store,165.45,0.0,0,Returning,Premium,,165.45,244,Returning,[],,,,,,
2023-08-15 18:00:00,Product,In-Store,70.17,0.0,0,New,Discounted,,70.17,245,New,[],,,,,,
2023-07-31 09:00:00,Service,Online,64.32,0.0,0,New,Basic,,64.32,246,New,[],,,,,,
